id,attr1,attr2,attr3,attr4,attr5,attr6,attr7,attr,attr9,Class
113beedf-6e32-4cbb-9eb4-f477905b4e5d,37,5,76,0,36,0,39,40,0,0
36dcfa21-8430-4bcd-9917-c86f3fe8fbc6,44,0,86,0,42,-24,43,45,2,0
2b021e55-4964-4e8f-b6ad-4d07fffb7353,66,0,109,0,68,16,43,42,0,0
2a323df9-3ac3-437a-8b35-5dcfa8e705fa,86,3,89,0,6,-15,3,84,80,1
b24e0727-a2cb-4de6-842d-9ac1785d15ac,44,0,84,0,42,-23,41,43,2,0
b85ab935-22d6-4ce1-9b35-79f96f8d40cd,37,0,75,0,36,-7,37,39,2,0
ced7414f-e6ff-4084-9c88-90212b52920e,45,-2,81,0,46,13,36,35,0,0
e44f8e70-ed42-4da1-9fac-422d520608ba,45,3,79,0,44,0,35,35,0,0
e3a3d5a0-2bb1-4ff8-956e-cef731b49fe2,43,0,76,0,42,-21,33,35,2,0
4f23f2b0-7de0-4726-a60b-438ca13e9b36,51,3,81,0,52,13,30,30,0,0
642acb35-eb22-453a-a41d-83a2cfe83fad,55,-3,81,0,54,-6,26,27,2,0
e0cb7b20-c12a-448d-af38-1cac3634b97f,37,5,108,0,36,0,71,72,2,0
b8513b7e-28a8-4a69-8c52-d6a004026a91,37,-1,77,0,36,19,40,41,0,0
350c7742-ab5a-438d-9a79-cfc403cbfba2,52,0,88,6,52,-2,36,37,0,0
19a75135-718d-4a8f-863c-714e294080ff,48,0,86,-1,46,0,39,40,2,0
0b40e31a-f216-42b2-836b-02950e08ec78,48,-2,86,0,46,-3,38,40,2,0
95fb3b64-b995-494a-9153-d5094e396f7e,47,-1,86,0,46,0,38,39,0,0
dc1cd15c-9b3a-4579-bec3-ec468bbe5874,51,0,84,1,52,4,33,32,0,0
5a47de3c-055b-4477-84c4-86ed2d15bdf5,51,0,81,0,52,3,30,30,0,0
cf81f9cc-341d-4f5d-81e2-5281cb04d5a8,102,0,103,7,70,-20,1,33,32,1
23490a39-5f95-4364-984b-37cd355c3ef9,37,-1,79,0,20,-3,42,58,16,0
e2b644e2-4597-4452-a8f4-c7fd33f486c7,49,4,87,0,50,29,38,38,0,0
536719f0-33c8-4d41-a7cc-8bfea887e5b0,37,0,75,0,20,12,38,54,16,0
2e69bb0f-b1a6-4f20-9f25-47f33107420c,43,0,77,0,44,16,34,34,0,0
9921330e-c1d3-4dd1-9748-ce533ddf8bc5,38,0,105,0,38,2,67,66,0,0
fa918cea-661e-41ae-8752-4245a524026a,42,0,88,2,42,0,45,46,2,0
62e8b6b3-0fe5-4599-8ae2-bd2c80ec5e97,41,0,80,0,42,11,39,39,0,0
7f271878-6c91-4d31-9a15-8ab8f835684b,80,0,84,0,-14,0,4,99,96,1
07cfcce8-8733-45a7-8a33-8d634132074e,53,0,86,0,54,1,32,32,0,0
f0f34bf3-9172-4ee9-9b9f-9cffaa069720,44,0,84,-3,42,-22,41,43,2,0
f2def390-9648-46db-a8d7-9c8bd24eb362,41,0,86,1,42,1,45,45,0,0
16e4f187-ad9c-47dc-a74f-215f149fd126,43,0,77,-5,42,0,34,35,2,0
281211b6-4152-43ec-bbad-45e6267213b9,51,-3,78,0,52,0,27,26,0,0
191949d3-3030-4a3c-9c48-e314e85cef98,37,0,103,0,34,17,66,69,4,0
30bc0bc7-759a-4ead-9640-d256ec2edbf0,40,0,81,2,38,0,41,42,2,0
9363836f-651c-43d1-943a-42536c2fc67d,37,0,97,0,28,-23,60,69,8,0
042ab82a-c85c-475d-8445-9c1362c30c82,45,-1,76,0,44,-16,31,32,2,0
46655404-5c1c-498b-b274-73e73a885376,37,0,95,0,18,3,58,77,20,0
d9248399-9eee-44b6-9ed6-533682c97211,42,0,86,4,42,0,44,45,0,0
62c8fa1c-8989-4aff-8a20-5fb3ae793b6a,37,0,82,0,34,3,45,48,2,0
b20e4bb1-2a73-46f0-a572-04e5cb0f53ac,45,-2,77,0,44,-16,32,34,2,0
b4347b09-d1fa-442a-87fb-d287c0ef55d2,37,0,81,1,-2,0,44,83,40,0
0512c893-285b-4b43-82e5-6b1787878629,47,1,94,8,46,0,47,48,0,0
408af126-85c8-4c55-ac8a-58a0453dcde3,47,-2,86,-1,46,0,39,40,0,0
2cf7195e-c38e-4591-9be0-27dcdc88e291,58,-2,86,0,56,0,28,30,2,0
0edd55df-c13e-4e81-a493-35b0a05aab15,46,0,79,0,44,-21,33,35,2,0
ef87ee83-c77b-40c5-978e-c567616cd3f1,45,-1,88,-3,44,-5,43,44,2,0
dd45485f-28f1-4bfa-8b34-07a728d797e9,79,-3,83,0,-40,0,4,125,120,1
06893b6a-bc3e-4e85-8c35-fa7276b8a398,41,0,97,-2,38,-19,56,58,2,0
0670af65-edce-4ec3-8087-6fc8357c7dd1,84,-3,88,0,2,0,3,85,82,1
9d03b807-f32b-4991-87b4-d53fc57edf46,37,0,81,1,36,-15,43,44,2,0
4a95b4df-e32d-4e3f-9de3-9d5f5b860c6a,45,-2,77,0,44,-19,31,33,2,0
6fef8b95-9b30-4987-b67b-142444ba7389,48,0,86,-1,46,0,37,39,2,0
e86aebfc-b266-4ab5-9fbf-8f8ece187392,46,4,79,0,46,0,33,33,0,0
07f5a317-3010-4bc9-a31b-2148449f54de,37,0,79,0,36,17,43,43,0,0
d851e5da-b4c8-4dda-b7e4-71d16a25671a,37,1,79,-3,34,-5,42,46,4,0
21813f9c-8752-462f-b540-a2393843eb3d,53,3,88,0,54,31,35,33,0,0
80566f14-36f0-4140-a04b-a2cace01ff36,38,0,77,0,38,11,39,38,0,0
1ffcfb5f-567d-4841-9e93-54f21d769487,55,0,83,0,56,18,27,26,0,0
9eff7728-4309-4f55-96c0-950075085b2c,51,0,83,0,52,10,32,31,0,0
3b276366-5a6b-4529-bc22-63ad8c75731b,37,0,103,0,26,4,66,77,12,0
035460a9-b752-4291-8481-36ba38e8092b,43,5,79,0,42,0,36,38,2,0
b17df0c3-1319-4d5d-a2bb-df2081a78407,50,3,86,0,50,0,36,37,2,0
d9a510bf-3f46-423c-949c-adf34c37e4ac,52,0,86,-4,52,0,34,35,0,0
dd302fe7-333f-4975-affe-5c1bdeeeb8ef,37,0,103,-6,18,0,66,85,20,0
44c09e5a-6900-49d3-80ed-a8a4e2bd9458,49,-2,111,0,50,0,62,62,0,0
58f36727-9eef-4d30-8697-29e2f454539e,46,1,83,0,44,-20,37,39,2,0
5a2b4e89-e812-42ee-bc41-e54b84819753,41,0,88,0,38,-5,47,49,2,0
ac8ca4e1-326d-449a-b998-a12a413c751d,44,0,76,7,44,0,31,32,0,0
115fe02a-5d8a-49b9-b660-2a5946eb8801,46,0,86,4,44,-30,41,42,2,0
2125eb9b-a437-4e7e-bf58-a067ea964082,48,-2,106,0,46,-1,58,60,2,0
5b69ec00-1cdc-4603-aa51-ddbd6bdb72dc,43,0,75,0,42,-19,32,34,2,0
23846d4e-44e0-4855-a77d-f1a400e524a7,74,-12,78,-13,-40,3,4,119,116,1
d795dabc-4bd3-4c9d-9949-ccfee736e049,41,0,83,5,38,0,42,44,2,0
e0e4e134-3223-446d-b788-a642c7fa1b6b,44,0,108,0,44,2,64,64,0,0
c4204dc6-8a2c-4035-aa9e-900e3621dada,55,-5,96,0,54,21,41,42,2,0
ee70fcbe-bf3a-41a0-8516-27c98d96b024,41,-2,81,0,38,-9,41,43,2,0
bf690a2c-ba49-43bb-9ba1-07abf94c31b8,80,-2,84,0,-20,0,4,105,100,1
40a69752-f2fa-4781-a18a-c6493ddcee49,39,-8,78,0,0,5,39,78,40,0
649f2568-3133-4d83-a0c2-e4564bddfe85,37,0,106,4,26,0,68,80,12,0
4ff0c58e-1281-4c96-a938-0c097958947d,51,-2,80,0,52,0,29,28,0,0
e210bf43-853e-4ecd-b4e3-9b95ace8675f,46,3,77,0,46,10,32,31,0,0
307038bc-c248-422f-b612-6d3893285c6b,84,0,88,-1,-2,-9,3,90,88,1
82f231e5-fdd4-4ce9-b7ee-9e26518cb00a,49,-5,86,0,50,0,38,37,0,0
09981b56-0056-42ca-a148-e1cf0d0ce9ae,38,4,75,0,36,-5,37,39,2,0
43eeb8ed-0e63-4a84-9185-51ccc3dbcbd2,45,0,79,0,46,28,34,33,0,0
d5749964-215f-4c4f-8490-51671ef500cc,39,2,78,-6,38,0,39,39,0,0
6e4ccfc9-481c-4733-af95-a3d3572b5cb0,37,0,94,-4,16,0,57,79,22,0
9ce41814-db56-41cb-a3c5-5c4e963cf6bc,102,0,103,0,70,-12,1,33,32,1
ade55768-7626-4777-97b5-93935e590414,49,-2,84,0,50,2,35,35,0,0
1e11a456-3411-4643-aa4d-ff068eb233d3,49,5,84,0,50,5,35,35,0,0
50821531-e2d6-47a0-b071-4aeaf93f079f,81,0,84,0,-14,4,4,100,96,1
238587d3-2ca2-49c2-97bb-f83d1468915b,41,0,76,0,38,-8,35,37,2,0
f3fc512b-865a-45f9-bc86-8a7aa7664720,37,0,105,1,20,-10,68,84,16,0
a1c61ced-9bdd-4407-8402-583d315d204e,81,4,85,0,-24,0,4,111,108,1
d58bda07-38ed-4bc6-82e1-1b6acf1f8002,47,-5,95,0,46,0,49,49,0,0
da205c05-b24a-4a46-b156-4e424276ac4d,43,0,84,0,42,-4,41,43,2,0
94719cb0-003b-43ec-963d-25003d9be9dc,41,0,79,0,38,-22,39,41,2,0
0d41b26d-2faf-4be2-a18b-5bc54eff3a06,53,0,83,0,54,8,30,29,0,0
c8c080d9-5bff-4466-9c5d-ee7892ad34fc,41,0,77,0,38,-27,36,39,2,0
0b9e1e6f-34da-4663-a152-7083a802a587,60,-3,109,0,60,0,49,49,0,0
7d092afd-6c5f-4dac-a5f7-ca664dc0e39c,46,0,76,0,44,-29,30,32,2,0
3160f30e-0881-4b08-9d7c-d8bb0eebdafb,80,0,84,-2,-42,0,4,128,124,1
6082af4a-32a8-4e2c-b7f4-c91a49f569f7,45,-2,108,0,44,0,63,64,2,0
81d4ad05-d7ec-4068-ae6d-d00ee7b23818,37,0,83,0,30,9,46,52,6,0
6a6e8b84-5423-4c71-ac4a-07b282d7e8a0,46,5,76,0,46,1,29,29,0,0
e95888ff-ef14-4304-a2f9-0d0922cf152e,49,0,81,0,46,-5,32,34,2,0
84fb3d81-fd8d-4864-bd8a-decab1aff246,58,-5,108,0,56,0,50,51,2,0
190cc524-ed39-4775-a510-68701fd3b7ca,37,0,79,0,2,5,42,76,34,0
ff0f34e5-eb79-49f8-8ca2-d186fae2fd1d,49,0,107,0,50,28,58,58,0,0
a49760ca-b5c7-4999-9115-872d992715b7,37,0,80,4,18,0,43,62,18,0
42f1007b-5e87-45fd-8499-5667dc338d92,37,0,76,0,34,4,39,42,2,0
456a4b94-d0dc-4489-854a-b11b32d97ca4,44,-1,106,-4,44,6,62,62,0,0
1bf532f1-4a8e-4d39-998b-b524173f6200,45,3,76,1,44,-5,31,32,2,0
36ad50a4-9da1-4d07-a679-5fea949891a1,55,2,81,3,54,0,25,26,2,0
810862a1-51c1-41a9-906e-f087c7e0188f,37,0,82,0,36,6,45,46,2,0
0d16fa49-1cc1-409d-91f7-eaab8d98c25f,37,0,76,2,28,17,40,48,8,0
07b4fdea-fa8a-46d3-9654-8eb9d2ae53f0,55,0,84,0,54,-6,28,30,2,0
9a3f4a06-123c-40b6-ba90-1b01c7f56f74,42,-1,79,0,42,0,37,37,0,0
317b43a9-4b3e-4b77-82af-8476f1c5bc99,80,2,84,0,-38,0,4,123,118,1
4beaaf8e-2118-42e4-ab68-0afb111bd80b,37,0,90,0,30,18,53,59,6,0
1f73d8ae-8a9c-404a-b950-7d60bcfced80,43,0,76,-1,42,0,33,35,2,0
299f2599-6208-4650-b57e-da53d3a21e5e,51,0,86,-5,50,-5,36,37,2,0
b529b7a3-cfa3-49dd-b363-418e5e2eb652,45,0,83,0,46,21,38,37,0,0
0da63a69-fcb4-45e7-aa33-d43e2e46fc95,37,0,81,0,28,-11,45,53,8,0
da62bff9-d698-4653-9001-9a4e8ba9ba1c,44,-3,77,0,44,3,34,34,0,0
0d30847a-7104-4f07-8046-7e02092167c5,46,5,86,0,46,4,40,39,0,0
17c0b990-0d4c-4329-89f8-0743c59919fe,49,0,89,5,46,-21,40,42,2,0
2a642111-4319-4e7e-873e-cb65dda8ad22,42,1,108,6,42,0,67,67,0,0
b1fb970d-2a08-45c4-a6f3-2e7be4658176,44,0,88,3,44,24,44,44,0,0
a7b750cf-87f2-4d51-acf1-ce4759d545a4,56,0,87,1,54,-26,31,33,2,0
ee3b2a3e-7263-46a9-b6d2-d2a5346d76f9,44,0,83,0,44,6,38,39,0,0
73d2ffe1-9d12-4487-b8a1-dbd12751efbb,38,0,104,-3,38,0,66,66,0,0
16d41198-df34-43d3-9306-d12ac811e3e4,37,0,77,-4,34,-6,40,43,2,0
27796553-4a0f-4745-90b8-55115c76373e,41,0,81,0,42,13,39,39,0,0
f33ea25f-868d-43f6-974e-9b54553b94f8,38,0,91,-1,6,-4,53,86,32,0
eb582017-ed02-4b7c-9df1-6883f63e8763,43,0,84,-3,44,17,41,41,0,0
855ee883-da56-43c2-9389-8d5bae46a958,37,0,104,6,18,0,67,86,20,0
789a9028-502d-44d0-8ad8-e2df5240b0f4,50,0,77,2,50,0,27,28,0,0
db7101e1-2c72-45ec-8960-48f9e3a37cea,41,1,79,0,42,31,39,38,0,0
0c590061-8e7f-4f04-a6aa-5e459bd428ea,43,-1,99,0,42,-8,56,58,2,0
6c213648-7230-4ffa-ba55-facb99cdfa28,37,0,81,0,10,-20,45,71,26,0
eac109da-a419-4dd9-982a-a205c038d21a,41,2,81,0,42,9,39,39,0,0
3e126f0b-505d-4d66-a859-53a4568f4202,49,1,81,0,46,-17,32,34,2,0
90808d5f-94fe-4c9a-8aac-363e15395096,44,0,80,0,42,-19,36,39,2,0
4c7f5da9-43e7-4480-a194-68364f4e7fa5,47,-1,85,4,46,0,38,39,0,0
e47ea732-06e9-47f9-9b0e-b68065ebb7db,37,0,81,0,28,0,45,53,8,0
06f05f81-ac88-42c5-9ed6-4a60b467ee3e,41,0,78,-2,38,-4,37,39,2,0
c87635de-4bd3-44cd-8f6e-b19cc325017d,44,0,76,0,42,-22,32,34,2,0
c46209dc-a5b7-4d35-b8e9-bb4ea5c8fb33,48,-1,87,0,50,25,39,38,0,0
eb1adc26-e394-435e-bbff-061c7d8960ea,56,3,86,0,56,0,30,30,0,0
8a5314db-097d-4d9c-9f39-921c21558461,48,0,82,0,46,-8,34,35,2,0
34074ae1-8521-4ccb-8cb0-856029e2f03b,43,-4,81,3,42,-12,37,39,2,0
7125af5a-d8a4-4c95-8af3-e77870a43e3b,57,1,79,0,56,0,23,23,0,0
1f7538e6-57b6-4a0a-aa3a-c3aa54b256ba,46,-1,85,-4,46,-22,39,39,0,0
fb819c56-2227-45f3-a5b4-7dbe0c8d4771,45,0,85,0,44,1,41,41,0,0
7d3dbdd6-cefc-444b-8a28-b288153516b3,47,0,86,-2,46,-3,38,39,0,0
b9942a8d-cd72-4c59-be62-5cc7927a4c41,44,5,77,0,42,-14,34,36,2,0
f4f8a3cb-50b5-4af5-a8de-2f2201a362b5,41,2,81,0,38,-16,39,42,2,0
f2f44e1e-a332-4e82-868e-f5fd54c91633,37,-2,75,0,28,0,38,46,8,0
e99effd0-c127-4700-b116-e481130ec3b0,51,2,102,0,50,0,51,53,2,0
74713427-fc0e-46ac-8eba-9e9f46e43c60,37,0,82,-3,-2,0,45,85,40,0
d6423869-cb54-4c15-9645-9fb11eadb0c6,37,5,82,0,36,0,45,46,0,0
6b549194-9bfa-4980-9196-46e63618b2fb,44,0,84,0,44,6,40,41,0,0
ab2b4b34-9164-4f61-8034-d1d2114fc1a6,45,0,85,-1,44,-8,40,41,2,0
34e3a6b0-edf7-4bd7-8393-7ac118e25c70,48,-1,81,-1,46,0,33,34,2,0
0da8ed85-118f-4763-bc7b-332c726c04ad,37,0,76,0,34,-9,39,42,2,0
0ed5dfb0-ca99-4843-a79f-22c28d50ec58,49,0,77,0,50,25,29,28,0,0
44510dc9-73a6-4ddd-9bd7-ac2fb8699abd,37,0,77,0,28,10,41,49,8,0
b7b73ae9-c56e-423a-b30a-b96c13ddde3f,40,4,81,0,38,0,40,42,2,0
3aa9dc83-af2f-40b7-8c93-9f8317b847eb,37,-16,106,0,30,0,69,75,6,0
f0755c8e-671e-428a-90a5-73249ab1c7d6,37,0,83,0,8,-10,46,75,28,0
1c25fd90-ba22-4e67-9d88-e2790026f7f5,46,0,85,0,46,7,39,39,0,0
3709cc0e-478c-488c-88ee-a1c3ccd8c87a,43,0,77,0,44,24,34,34,0,0
849fefb5-09f7-4297-bbfc-84df199edf8b,56,-1,81,1,54,-17,25,26,2,0
1b5ce233-544b-4e53-ae7b-a48bdcc9356f,56,0,88,0,56,19,32,31,0,0
896bc680-0c63-407d-a356-242fafafc4dd,53,0,102,0,54,8,49,48,0,0
78508d7e-c83c-4b34-90b9-fc3da443177a,37,0,83,0,36,5,46,46,0,0
176a39e9-f62b-40dc-9565-70797c69ec7e,45,1,76,0,44,-6,31,32,2,0
25ff155e-3ef6-4356-9ec1-0ae7184104f0,48,-5,77,0,46,-2,29,31,2,0
d54ed229-c189-4da5-9b96-dc902876ad5b,56,0,81,0,54,-6,25,26,2,0
fa62d318-c0cd-41da-a415-cb6ff23414f9,37,0,97,-3,20,0,60,76,16,0
3f8f7ce7-ed3e-43a6-94d3-2937bd1928db,79,0,83,0,-46,-17,4,130,126,1
3af91453-8bea-4962-93cb-1d0600215eda,49,0,82,0,46,-17,33,35,2,0
0e731240-55c9-413e-8e89-0a381172e138,41,1,76,0,38,-2,35,37,2,0
3f0df72d-b757-4131-a4aa-d907267de00c,80,0,84,0,-32,3,4,117,114,1
68cdc3dd-a4ad-46f8-85a8-aa24130fbc6a,37,-2,106,0,30,-190,69,75,6,0
d84d0516-1339-4c96-925a-8311061aa035,37,0,81,-5,34,0,43,47,4,0
41e25ec5-b01b-41c1-913c-03c5e159bcc0,37,0,104,-5,18,16,67,86,18,0
ee6392ff-eb69-4c5d-b858-106ce3d5fdb7,37,0,82,0,-4,-15,45,87,42,0
592eac64-3dc2-4269-9a89-a7ab1bf9e231,37,0,76,0,30,-11,39,45,6,0
ef36b2b6-8f5c-4ad5-af5e-b26d00b94629,53,1,86,0,52,-23,33,34,2,0
e8f5d728-1c0a-4b9e-8d59-7025916cc244,42,-2,84,-3,42,0,42,43,0,0
6797e8e9-02b6-4b59-b1a1-f2a3214cf359,38,0,78,3,38,0,40,39,0,0
d62676dd-f92a-41c7-a531-13aca5598574,44,1,86,-3,44,0,42,42,0,0
415f9072-8c7a-4711-85da-06daae8955c6,37,0,95,5,10,3,57,84,28,0
1181618c-ed95-4ff8-9ac2-774e7f439d09,44,-2,86,1,44,0,42,42,0,0
539a96b8-216b-4857-89f4-0dac33596887,57,0,90,4,56,0,34,33,0,0
75b35af8-f655-4d73-98b4-9994ae7c7ee9,37,0,76,3,34,12,40,43,2,0
0e0e0018-e669-4f33-957a-6de279e30abe,103,1,104,0,70,0,1,35,34,1
b698dbc4-9725-4ad2-bf41-bd63ce760a19,37,0,81,0,26,7,44,55,10,0
5524de95-9c9d-4c91-b86b-5c6804af3d5b,42,0,80,-3,42,0,38,39,0,0
95eae500-923b-4825-b140-a9043bf9b43e,47,-4,85,-2,46,0,38,39,0,0
3e083980-c085-44b4-b021-2bd4b746a6ef,44,0,82,0,42,-20,38,41,2,0
0315c060-c5df-471e-aa56-0a8f11e04ec1,37,0,94,2,30,0,57,63,6,0
2c4e1698-c5c9-4d04-8a36-5eda4e902a9c,44,0,76,0,42,-9,32,35,2,0
95874d3b-2cfa-4d9e-95be-819ed600449b,37,0,79,0,2,-1,43,77,34,0
ee8178c8-5383-4d87-a00c-644236acb233,41,0,89,0,42,14,48,48,0,0
5b72e453-8942-4735-9798-b71770e1d464,49,1,82,0,50,5,33,33,0,0
2e22e77d-d815-4846-8b53-24ee30deb2b2,38,3,77,0,38,21,39,38,0,0
536396c2-2dd8-4b39-a4a4-5cbb89eb0faa,101,0,102,0,70,-26,1,32,32,1
c9354ca1-cdba-42e8-af13-bd2d0296a841,44,0,82,0,42,-11,38,41,2,0
874c4765-3dd5-475a-a1bf-c546d24d16bc,77,0,81,0,-40,12,4,123,118,1
6297f20f-f69f-4ed0-a302-54f9e82ccda0,49,0,95,0,46,-15,47,49,2,0
55f331a4-e5bf-4dd3-a330-b9ccea219e2f,45,0,81,8,44,0,35,37,2,0
e4be0562-6d81-4a3d-a389-b61ab847a2e3,37,0,98,0,34,19,61,64,4,0
7441f6b7-cb0e-49ee-8039-9b7aab93610d,56,-3,81,0,54,-30,25,27,2,0
07808287-8aa5-4e51-aebf-e02d00f01687,37,-1,75,0,26,0,38,49,10,0
73e33bf6-e2f1-4600-af9e-6d7f79b94800,42,0,88,4,42,0,46,47,0,0
eb892eb1-e425-4521-834d-884c0f8656a2,49,0,81,0,50,7,32,32,0,0
68a1d04c-14b0-4ca3-8f27-677d69157d2c,41,3,83,0,42,6,42,42,0,0
e0ca905f-6c1a-4353-be4b-bb38768cfb35,54,0,81,-7,54,0,27,27,0,0
8c82651f-4b1c-4e24-b2e1-c2d4f7d712c8,85,0,89,0,2,-8,4,86,82,1
a8cd823f-ac2d-46fd-996f-3d38a1897a57,51,4,84,0,50,0,33,35,2,0
d9924389-47f7-4f01-a44b-4c2e2cea575e,43,-1,87,0,42,-16,44,46,2,0
5dd10842-197a-4d22-be42-97f0609988e5,55,3,83,-2,54,0,29,29,0,0
214e3666-2ab6-4ae9-ad69-0d1dd4ecb4a7,37,0,104,0,20,11,67,84,16,0
1d9843ee-9531-4175-8bbb-922fba352d7d,42,0,87,-6,42,0,45,46,2,0
9988f2d0-1ee3-40c2-927d-0fc212852d4b,57,0,96,0,56,0,39,39,0,0
c058ade4-ecbc-4eb1-8baa-dbb1665f7279,44,0,102,0,44,1,58,58,0,0
80a8bc8e-8fed-4819-bca8-70c273353c6c,43,0,79,0,42,-4,36,38,2,0
1620fae5-18e8-4958-a916-0e18f4ee3eed,51,-1,84,0,50,-4,34,35,2,0
3e859217-d256-45ab-9ab6-23f51765b9de,44,-1,81,0,44,11,38,37,0,0
274263af-a570-46ec-9774-136634bd6904,49,0,82,0,50,4,33,33,0,0
56cb240e-9c88-4901-bee4-5bd7f0bac2f9,45,0,83,5,46,14,37,36,0,0
b2d0a4eb-8c70-45a9-97df-880673015c11,44,0,88,-7,44,0,44,44,0,0
a3b5b9b7-aea5-4a11-991f-d2c51612c86b,49,0,81,1,50,25,33,32,0,0
0b527be4-aec3-49eb-919a-f3237103d037,49,0,83,0,46,3,34,37,2,0
8e29243d-9cec-46d5-bd6e-831b3dc77a5d,37,0,79,-1,18,0,43,61,18,0
f91dde42-15ab-4552-9cec-5c9df84a9ef7,41,0,81,0,38,-27,39,42,2,0
a2171639-e8bb-47f3-a313-56aa7195a395,45,-4,79,0,44,-10,33,35,2,0
2551e9fe-2e19-40af-8930-95926be5a64c,49,3,83,0,50,4,34,34,0,0
60fda994-6d71-4178-8de1-c330382eaeb8,53,0,79,0,54,3,26,24,0,0
20ad5f79-e7a8-4372-aa7c-57a32fa42774,49,0,83,0,50,18,34,34,0,0
2b424b57-b261-4158-b126-8b46c0a7d8c0,37,0,77,0,8,-14,40,69,30,0
1d32f906-af3f-4b25-9f0d-65d929fa96cb,42,0,89,-3,42,0,47,48,2,0
9a789b58-685f-4e20-9164-072abbabcabb,46,-1,85,-6,46,-4,39,39,0,0
7f36b151-e1d4-4f96-b91a-5036e9d68ca1,37,0,83,2,36,0,46,46,0,0
a96a1e3f-dea0-433c-a105-18f4b10ce940,37,0,79,-3,34,0,43,46,2,0
42744a1a-b47e-4878-b91a-f8c6a2e98a6d,47,3,83,0,46,0,37,37,0,0
f9693961-9510-4fdd-9884-a92d0b9d884f,50,3,77,0,50,0,26,28,2,0
dc8ad55a-f958-4ffe-950d-b4952accaf5e,39,0,83,8,38,0,44,44,0,0
70e7338b-0f1f-437b-a5da-393db74855ef,38,0,76,-5,38,0,37,37,0,0
a3d8235e-358c-48bd-9f81-bff5d0ce82bc,39,-4,79,0,38,0,40,40,0,0
24992ebb-d654-427f-b0c4-8d06b979ab76,42,2,80,0,42,0,38,39,0,0
6804dca0-f135-418d-9c0c-0ba2193e0f68,37,0,104,0,20,-22,67,83,16,0
b47c3b81-1c35-42f0-90dd-dcd993da0e3d,51,4,77,0,50,0,27,28,2,0
1bec1c5f-1a0a-4da8-8542-224ce375ef12,80,-5,84,0,-20,0,4,105,100,1
ce9fcae2-aa5f-4578-9e20-1dde8b369883,51,5,88,0,52,16,36,36,0,0
9627a440-05c2-4af3-ac92-cad165d4a402,37,0,77,0,20,5,41,57,16,0
f1fb1a24-41f9-458a-a935-601ee862bd74,37,0,79,2,26,0,42,53,12,0
246f1c4c-4ceb-432d-8602-c7c97517e3d8,43,2,78,-7,42,0,35,37,2,0
39094519-26af-44d5-8da8-f8487fe547c4,37,0,77,0,24,25,40,54,14,0
3013ed39-647b-4834-a2a5-2287a8bbfe0f,48,5,87,0,46,0,39,41,2,0
6bce0129-377b-49a8-b606-391cede0b219,37,0,79,0,20,9,43,59,16,0
ba2d848a-8eb7-445e-bd76-9734df106f89,37,0,79,0,34,-16,42,46,4,0
c6b97fbc-583b-47b4-87fa-7981e0dabe49,40,-4,83,0,38,0,43,44,2,0
7fa9698e-44ec-41a8-b3c7-7037bc675d1a,55,-4,85,0,54,-10,30,31,2,0
1610126d-da8b-4a80-b773-fcb06c8cb697,41,0,84,0,42,14,43,43,0,0
4e998bba-00f8-4452-88fc-370abc68599e,37,0,79,0,6,-11,43,74,32,0
0ecd336e-7c14-4160-82a8-a6610a2f4e0b,44,1,81,0,44,2,37,37,0,0
a12c2de8-e350-40cd-9b01-5b9834929745,43,0,81,-3,42,0,38,40,2,0
1b729168-f429-4562-8318-c1a61491a45b,45,1,83,0,46,31,37,36,0,0
f0a2671d-33cf-4801-a7dd-e8e6d02429e9,37,0,76,0,24,-18,40,53,14,0
c6ed6f41-c984-48e9-a929-d949d611a734,59,0,86,0,56,-3,27,29,2,0
4db9404d-85ef-459a-8974-6f4f16bdcb36,46,-1,86,-2,46,0,41,40,0,0
10b9e8de-9f02-439f-bfb0-2cfa4e6b117a,46,0,82,0,46,16,36,35,0,0
25615847-b036-4a35-ae4e-9d0e9cc71231,49,-1,95,-2,50,3,46,46,0,0
479f5898-3aa2-4dbd-a29b-1a62398c292a,55,0,95,-3,54,-4,40,41,2,0
69a30397-5243-451b-a3dc-f14e62458495,54,4,87,0,54,0,33,33,0,0
d6ba506b-80fa-4b6e-9f86-232831ed0287,37,0,78,1,28,30,42,50,8,0
7f72215e-3ff4-4f9f-9150-8c9f42561ec0,45,-1,84,0,46,14,38,37,0,0
ac20e638-3476-45ab-946a-5fb1f28c73d7,45,0,85,0,44,5,41,41,0,0
96942d94-0891-4a64-89d7-fde187988e8a,37,0,77,0,0,9,41,77,36,0
8981773b-7e96-4799-bd42-fa2d17fb52b3,46,2,87,0,46,0,41,41,0,0
444d0b96-4668-43e6-9d6f-bc2dc4ba405e,45,-1,77,0,44,-5,31,33,2,0
1f8d42cc-adca-4d06-888a-0d90176171f6,44,0,86,-2,44,-3,42,42,0,0
283dffa2-5e20-4f4f-8d74-f3c93a37d111,48,-1,82,0,46,-9,34,35,2,0
53c5eae4-9207-44b3-8ab1-7d81c9c6ac23,42,0,85,0,42,0,43,44,0,0
268ad804-81de-4188-bd9f-513b0f5c14ba,44,0,88,0,44,1,45,44,0,0
813aacb0-f67b-4897-80ef-86776b3ef21f,102,0,102,-2,72,18,1,30,30,1
a5253fa4-2ce4-4413-9d18-ea1ffac5d564,37,0,76,0,36,-21,38,39,2,0
