id,ia,distance,data,tipo
de9fe119-a6fb-4f75-9037-dc62ba90413d,30.53,"[0.2604,0.0234,0.3905,0.3841,0.6113,0.1233,0.0913,0.2011,0.4682,0.1529,0.2255,0.3163,0.1278,0.4787,0.1437,0.016,0.1843,0.6459,0.1709,0.4275,0.2345,0.0439,0.2438,0.529,0.243,0.2398,0.3704,0.3803,0.2395,0.501,0.3207,0.3171,0.1008,0.2535,0.0223,0.1367,0.8007,0.7273,0.1939,0.3396,0.1029,0.5605,0.0842,0.4683,0.1946,0.187,0.0935,0.3788,0.2377,0.5091,0.5161,0.0522,0.2783,0.2497,0.0829,0.7125,0.0557,0.1639,0.054,0.4556,0.0698,0.0464,0.9123,0.2266,0.5363,0.3929,0.2852,0.4027,0.2398,0.9762,0.2779,0.1176,0.1463,0.5736,0.1453,0.4744,0.502,0.3496,0.4035,0.3968,0.3415,0.0455,0.3247,0.7972,0.2344,0.0959,0.3506,0.1423,0.6152,0.608,0.4148,0.1286,0.1581,0.5153,0.2171,0.1062,0.1714,0.2001,0.3769,0.0949]","[-0.18819,-0.4525,0.35508,-0.85955,-0.37787,-0.94572,0.0]",normal
deed8337-dd7d-4112-851f-bbcc292873a5,30.94,"[0.0473,0.1861,0.4022,0.3304,0.2156,0.4412,0.3218,0.137,0.1157,0.1315,0.278,0.1349,0.3168,0.204,0.3879,0.2623,0.2091,0.3642,0.3914,0.1928,0.1708,0.3138,0.2104,0.3703,0.3016,0.1952,0.3197,0.1844,0.1799,0.3081,0.1953,0.3153,0.1908,0.3257,0.3483,0.1443,0.5041,0.1537,0.0918,0.3933,0.2354,0.1731,0.302,0.3996,0.1777,0.4968,0.4165,0.405,0.4249,0.1199,0.1085,0.4629,0.2044,0.4539,0.4801,0.4536,0.1876,0.4295,0.435,0.4385,0.4372,0.2926,0.4012,0.3634,0.3041,0.4828,0.3106,0.3985,0.3946,0.2771,0.4744,0.333,0.1797,0.1188,0.4201,0.3895,0.3754,0.4651,0.2584,0.2558,0.3711,0.4875,0.5304,0.1257,0.3652,0.2007,0.1639,0.3093,0.2584,0.6845,0.5992,0.0874,0.048,0.531,0.6439,0.6838,0.0587,0.4247,0.2696,0.0751]","[0.51882,-0.43923,-0.1859,-0.85955,-0.37787,-0.94572,0.0]",normal
df01d962-d422-4ecd-89d0-6ceaa4c187e2,72.48,"[1.2556,0.9163,0.5979,0.2529,0.7021,0.9095,1.1691,0.8323,0.5942,0.5935,0.3655,0.4219,0.4352,1.1375,0.5396,0.4028,0.4007,0.6457,0.8902,0.6138,0.8673,0.3602,1.0254,0.6985,0.5843,0.4578,0.4054,0.3599,1.1727,0.4951,0.9032,0.8547,1.1717,0.5556,1.0129,0.1835,0.5638,0.5167,0.5975,0.8484,1.4374,0.5126,0.4116,0.2466,0.9331,0.3203,0.2441,0.6279,0.6782,0.3082,0.7767,0.2807,0.3497,0.4515,0.8659,0.6313,0.6776,0.1109,0.9828,0.2914,0.3748,0.4789,1.1052,0.3648,0.2828,0.8328,0.3895,1.1931,1.2313,0.6514,0.6455,0.4647,1.2318,0.2625,1.22,1.2614,1.0153,1.23,1.2662,0.7475,0.9457,0.6132,1.158,1.2926,0.7703,1.098,1.055,1.0846,1.405,0.1764,0.3042,0.7627,0.865,0.4778,1.1784,1.1834,1.1472,1.5981,0.5506,0.1143]","[-0.081476,-0.2092,1.5723,-0.85955,-0.37787,-0.94572,0.0]",normal
e01516d4-dbd2-4608-85e9-377eed8995dd,68.16,"[0.5244,0.2625,0.2845,0.48,0.4602,0.9518,0.3102,0.367,0.8689,0.7098,0.864,0.4837,0.5689,0.2935,1.0716,0.2612,1.4878,0.5867,1.2608,0.1553,1.2,0.9642,1.2294,0.5614,1.103,1.4221,0.5399,1.2639,1.1344,0.4707,0.7131,0.6062,0.4916,0.7419,0.4283,0.7314,0.285,0.2972,0.6154,0.4575,1.2041,0.178,1.0625,1.1799,1.0925,1.1902,1.143,1.0035,0.8553,0.5989,1.0727,0.4749,0.314,0.3617,0.2529,0.3499,0.6296,0.3712,0.3344,0.3958,0.2755,0.2303,0.4625,0.8693,1.0241,1.0364,0.9297,0.7651,0.4319,0.6235,1.0285,0.5642,0.8647,0.2924,0.223,0.4744,0.5243,0.6139,0.7716,0.7219,0.3236,0.9474,0.2296,0.8713,0.602,0.9756,0.7378,0.8589,0.8012,0.7842,0.678,0.5452,0.3911,0.7511,0.9912,0.3753,1.0947,0.9485,0.7982,0.1557]","[0.55151,1.2329,-0.095734,-0.85955,-0.37787,-0.94572,0.0]",normal
e18f70e4-14c5-4387-9f5c-be4058962f6d,48.86,"[0.1426,0.2905,0.1554,0.2122,0.3263,0.0955,0.6912,0.3767,0.1561,0.3058,0.2151,0.4811,0.1587,0.22,0.3033,0.9127,0.3316,0.2665,0.1267,0.2035,0.1011,0.3444,0.23,0.4563,0.3645,0.282,0.4032,0.1144,0.1644,0.3632,0.3244,0.9125,0.1968,0.2736,0.0738,0.4055,0.1836,0.1364,0.1425,0.3064,0.2671,0.1465,0.2771,0.1824,0.9766,0.4081,1.582,0.2876,0.8516,0.6907,1.6628,0.8091,0.2717,1.1791,0.2698,0.5793,2.1896,0.0573,0.1164,1.8832,0.4295,0.9128,0.1826,0.1694,0.5229,0.7097,0.4177,0.2639,0.4426,1.2142,1.3212,0.6225,0.3794,0.8145,0.1475,0.1551,0.1397,0.4017,1.3836,1.1434,0.1034,0.2652,0.514,0.822,0.3904,0.3902,0.312,0.9563,0.7154,0.902,0.6764,0.5215,1.1081,0.0877,0.422,0.9217,0.1938,0.8725,0.422,0.0516]","[-0.06369,-0.39499,0.35508,-0.85955,-0.37787,-0.94572,0.0]",normal
e1b324de-9998-4c88-86eb-f1bb67a7b34e,119.31,"[0.5452,0.3172,0.0985,1.3398,0.5852,0.4959,0.2733,1.463,1.7578,1.0414,0.0551,0.458,0.707,0.3049,0.809,0.1129,0.5823,2.3681,1.9019,1.1072,0.2119,0.7615,0.1358,0.4677,1.8665,0.5788,2.0191,0.0846,0.2124,0.4598,2.1868,1.3378,0.1418,0.483,1.1299,2.5981,1.3421,2.0928,0.2205,0.8423,2.169,2.6551,0.278,0.1224,1.5647,1.8483,0.5029,0.356,0.5811,1.6434,0.5443,0.1995,1.276,0.6373,2.455,0.514,2.6678,2.5865,2.5414,2.7506,1.6936,1.3308,2.5965,2.4902,2.2216,2.6853,1.2611,0.1425,0.1045,2.492,2.4655,2.5049,2.4124,0.3293,1.0551,1.0128,1.3249,0.5053,2.5263,2.018,2.6434,1.6541,2.4177,1.2599,0.8328,2.1256,0.3971,0.0553,0.9538,1.7684,0.1383,0.8477,0.726,0.5388,0.2969,1.3419,1.5181,2.3071,0.4668,0.4527]","[2.9136,-0.4525,-0.50147,-0.85955,-0.37787,-0.94572,0.0]",normal
e1fdf82f-e3b8-4f4c-9fc1-bc621cac3ad5,28.25,"[0.5572,0.3638,0.7086,0.2727,0.6282,0.2039,0.3722,0.3341,0.2858,0.1377,0.1119,0.3871,0.1161,0.0873,0.1207,0.2845,0.2884,0.3316,0.0163,0.0892,0.3598,0.1896,0.3872,0.1875,0.1619,0.0382,0.5678,0.3375,0.4359,0.2884,0.0748,0.1413,0.1659,0.1817,0.1014,0.6054,0.0578,0.1047,0.3615,0.206,0.1166,0.287,0.0966,0.299,0.5764,0.6771,0.6135,0.2706,0.2423,0.0493,0.2748,0.06,0.1946,0.8308,0.2514,0.1094,0.0517,0.3091,0.1223,0.1962,0.3728,0.0627,0.7749,0.3353,0.1536,0.3505,0.2981,0.522,0.1909,0.3049,0.3408,0.3505,0.3069,0.393,0.3181,0.0728,0.2572,0.0214,0.3909,0.3736,0.2316,0.2932,0.4613,0.1244,0.172,0.442,0.2862,1.0006,0.1706,0.2221,0.1431,0.4071,0.1046,0.1566,0.2257,0.3298,0.3423,0.0806,0.3645,0.2181]","[-0.094518,-0.43038,0.26492,-0.85955,-0.37787,-0.94572,0.0]",normal
e539d84a-6c9d-49c1-8d05-0a3015b5135b,76.36,"[0.4085,0.1742,1.4352,0.098,0.1796,1.4013,1.2473,1.0657,0.7101,0.1438,0.4171,0.6017,0.1602,0.9461,0.0904,0.7141,1.3893,0.7995,0.1794,0.1342,0.2497,0.5605,0.0569,0.5,2.18,0.1626,0.0592,0.0288,1.2365,0.0515,0.571,0.4865,0.2305,0.8308,0.0317,1.0901,0.7183,0.4889,0.1473,0.5007,1.992,0.7118,1.4625,1.9261,0.5257,1.9675,1.4721,1.5395,2.1908,0.3588,0.5237,0.935,1.2289,1.1332,0.2897,1.2114,1.0165,1.956,1.4833,1.8148,1.8141,2.0939,0.0892,0.4613,0.0454,0.2826,1.0633,0.7067,2.0955,0.6316,0.6884,0.5384,0.9552,0.4248,0.4265,0.9604,0.5863,0.7009,0.1251,0.2038,0.2403,0.6638,0.3255,1.1389,0.5031,1.3556,0.121,0.9247,0.7116,0.8882,0.1948,0.1855,0.8234,0.643,0.1385,0.1614,1.1309,1.4339,0.7297,0.9323]","[2.2833,-0.4525,-0.50147,-0.85955,-0.37787,-0.94572,0.0]",normal
e5dab2fa-1eaa-4839-ba9c-1a14eebc5ebd,17.6,"[0.0767,0.0464,0.0824,0.2783,0.2793,0.254,0.2091,0.091,0.1763,0.0905,0.0265,0.1385,0.0734,0.0553,0.0812,0.2769,0.1466,0.1373,0.1005,0.274,0.161,0.1944,0.093,0.0845,0.2291,0.1047,0.1956,0.2801,0.2145,0.1987,0.1058,0.1722,0.2477,0.1855,0.1025,0.2156,0.1325,0.315,0.0457,0.1839,0.1425,0.091,0.0516,0.1259,0.1161,0.1233,0.14,0.2658,0.15,0.2262,0.2217,0.1421,0.1746,0.2489,0.1405,0.0897,0.2473,0.1503,0.1939,0.1928,0.1406,0.1877,0.4711,0.1825,0.1865,0.3314,0.0544,0.178,0.2371,0.1634,0.1912,0.2604,0.1821,0.1321,0.134,0.1698,0.0613,0.0752,0.1651,0.2069,0.2047,0.1414,0.463,0.1724,0.7347,0.2347,0.413,0.1406,0.218,0.1468,0.0707,0.1349,0.2282,0.0804,0.1309,0.1373,0.2453,0.1727,0.1759,0.0574]","[-0.17193,-0.42596,-0.0055712,-0.85955,-0.37787,-0.94572,0.0]",normal
e6968287-b062-4aef-bc8c-1e4d668fc2e7,41.85,"[0.2048,0.3423,0.5484,0.3897,0.6146,0.625,0.6713,0.7014,0.6352,0.7332,0.3207,0.6451,0.4129,0.4296,0.7066,0.6224,0.5865,0.335,0.1258,0.3145,0.6626,0.3191,0.5934,0.3112,0.4711,0.4471,0.3141,0.3302,0.6495,0.134,0.5503,0.1828,0.6692,0.2785,0.6351,0.3933,0.2408,0.6018,0.3181,0.1434,0.5318,0.1294,0.4745,0.432,0.2661,0.805,0.4133,0.4727,0.323,0.2962,0.4775,0.4292,1.025,0.2561,0.2874,0.203,0.4242,0.2866,0.1642,0.4272,0.2429,0.235,0.2037,0.6004,0.46,0.5018,0.4653,0.4,0.2707,0.3048,0.4029,0.6363,0.3987,0.2714,0.2537,0.5428,0.2027,0.5524,0.5394,0.6424,0.5917,0.1104,0.3387,0.2261,0.1889,0.4884,0.2046,0.1847,0.1642,0.2591,0.2789,0.6924,0.6029,0.254,0.5259,0.6757,0.3963,0.3045,0.4393,0.4573]","[0.57488,0.28182,0.17476,-0.85955,-0.37787,-0.94572,0.0]",normal
e7ff9b7e-62ad-431b-9a1a-eea53f264737,239.2,"[3.4502,4.0968,4.6488,4.7838,4.7112,4.9737,3.1888,2.3315,2.6886,1.83,1.8624,2.062,4.8892,4.1078,0.9238,2.6759,3.4295,3.1979,2.1897,3.3265,1.2752,0.1115,2.344,1.8341,1.321,0.0903,0.0664,1.6533,1.507,2.544,2.0654,3.3117,4.0981,2.0695,0.978,1.2908,1.0,1.2176,1.2312,0.4204,0.1279,0.4777,1.4365,1.1068,0.1046,0.9824,0.8281,0.6523,0.9358,0.6614,0.7686,0.1674,1.2598,0.8104,0.3479,0.12,0.3605,0.7276,1.2664,0.0958,1.2175,1.3225,1.0503,0.1543,1.1193,0.3729,3.3153,3.3049,4.5115,3.2246,4.6645,2.7079,2.8145,3.0652,4.093,4.826,3.3078,2.1862,4.5344,5.1989,3.9775,2.7874,4.8813,4.7498,5.1482,3.1288,4.9833,4.8506,3.7745,3.9879,4.7385,2.7879,1.8067,2.9212,2.7551,4.2105,4.4841,2.1431,2.995,2.0649]","[5.5591,-0.44808,-0.54655,-0.85955,-0.37787,-0.94572,0.0]",normal
e812071a-f46b-4061-af6e-fc12fc00f77d,83.64,"[0.7848,0.3257,0.3958,0.9984,1.0312,0.2902,0.2444,0.7267,0.4584,1.1075,1.1965,0.5594,0.683,0.4102,1.1503,0.1698,1.1165,1.2062,1.0874,1.1294,1.1734,0.8055,0.859,0.5238,1.055,1.1876,0.6584,1.0556,0.9941,1.0045,1.3249,0.2504,0.2778,0.7087,0.7694,0.4234,1.0856,1.09,1.0442,1.5008,0.6609,0.1207,1.2204,1.3136,0.837,0.7488,0.9038,1.4609,1.3394,0.9395,0.5969,0.9243,0.4587,0.8288,0.4037,1.0898,0.7299,0.3025,0.9531,0.7415,1.0749,1.1286,1.0663,0.3451,1.0099,1.3202,1.4664,1.0066,0.3753,0.3675,1.4117,0.5617,0.9115,0.8853,1.2723,0.5073,1.2527,0.218,0.9346,0.8621,0.5699,0.8752,1.4567,1.4545,0.7793,0.5999,1.0924,0.9485,0.788,0.9938,0.7764,0.4083,1.021,0.3679,0.481,0.6938,0.9963,0.9027,0.9038,0.1141]","[-0.078935,-0.31979,1.4821,-0.85955,-0.37787,-0.94572,0.0]",normal
eaa735d9-cdac-4781-95e5-04e872cb551a,23.53,"[0.1978,0.3119,0.0951,0.2276,0.3772,0.3815,0.2688,0.1024,0.2322,0.1319,0.1256,0.3689,0.1545,0.2331,0.1656,0.0493,0.3312,0.3033,0.2263,0.2267,0.2506,0.3965,0.0515,0.1068,0.1923,0.2404,0.2751,0.01,0.1923,0.1069,0.1049,0.3243,0.3224,0.0948,0.0711,0.3015,0.0639,0.0655,0.1401,0.2322,0.144,0.1224,0.3541,0.1352,0.1971,0.3366,0.1097,0.1768,0.2887,0.0491,0.1298,0.2411,0.1834,0.3198,0.2586,0.2448,0.2843,0.2635,0.2646,0.2586,0.1263,0.1251,0.1199,0.0515,0.9962,0.2844,0.1411,0.0716,0.0714,0.1838,0.4018,0.3746,0.2445,0.1196,0.2276,0.3051,0.1711,0.5734,0.488,0.1817,0.1539,0.6642,0.2894,0.2085,0.3261,0.1887,0.0651,0.2828,0.0997,0.2309,0.1,0.339,0.8122,0.3607,0.1432,0.414,0.3282,0.5175,0.2757,0.0539]","[-0.17193,-0.40826,0.21984,-0.85955,-0.37787,-0.94572,0.0]",normal
ead9e4e6-453d-4971-b27f-a908044798d5,28.51,"[0.1819,0.3344,0.0747,0.094,0.1688,0.1618,0.1199,0.1724,0.3408,0.2355,0.088,0.317,0.1102,0.3092,0.274,0.3615,0.2031,0.2692,0.2645,0.2981,0.4899,0.1729,0.4889,0.2681,0.3378,0.607,0.1372,0.1419,0.4066,0.3174,0.301,0.2156,0.1774,0.3262,0.3823,0.5019,0.2088,0.2673,0.5173,0.2421,0.5522,0.2276,0.307,0.1528,0.2144,0.2005,0.0374,0.4506,0.2687,0.0645,0.1765,0.3654,0.1797,0.1669,0.2316,0.1618,0.3361,0.6036,0.6829,0.5896,0.2696,0.2118,0.1126,0.5061,0.0562,0.2294,0.8401,0.1962,0.0771,0.2814,0.7008,0.2354,0.1027,0.1659,0.2374,0.6386,0.3484,0.122,0.423,0.3117,0.5672,0.1339,0.1427,0.2985,0.4444,0.0509,0.4886,0.365,0.3494,0.1845,0.2241,0.1817,0.3643,0.2359,0.255,0.1053,0.172,0.138,0.5677,0.3134]","[-0.025918,-0.4525,0.26492,-0.85955,-0.37787,-0.94572,0.0]",normal
ece2b453-5769-4be3-b669-362b38ec8405,47.34,"[0.3923,0.2461,0.0994,0.356,0.1882,0.2443,0.533,0.558,0.1472,0.3447,0.147,0.1593,0.364,0.386,0.1491,0.2263,0.1893,0.4827,0.272,0.1365,0.0358,0.457,0.2687,0.1788,0.2757,0.1812,0.1589,0.1374,0.0992,0.3149,0.1292,0.1809,0.3176,0.4129,0.0723,0.2549,0.6837,0.1269,1.2676,0.3883,0.8752,0.4077,1.3549,0.5438,0.4501,0.8607,0.3534,0.6827,1.8728,0.32,0.3919,1.567,0.3383,0.6256,0.2974,0.3802,0.2197,0.707,0.437,0.3247,0.6509,0.9188,1.003,0.4611,0.1364,0.5549,0.3086,0.335,0.2381,0.7104,1.1516,0.8393,0.417,0.55,0.4179,0.6797,0.2477,0.6885,0.5721,0.8668,0.4377,0.7223,0.3653,0.4253,0.8031,0.2718,0.1332,0.6062,0.1398,0.7236,0.4744,0.3313,0.2992,0.8274,0.2162,0.5272,2.2684,0.2469,0.6916,0.5118]","[-0.098245,-0.43038,0.67065,-0.85955,-0.37787,-0.94572,0.0]",normal
edaaec9c-61b9-4e9f-81c2-969c63ed6c21,287.63,"[3.2408,2.5194,3.17,2.5171,2.3518,2.4367,3.1552,2.9295,2.6058,2.9153,2.9165,3.4855,3.1029,3.0972,2.6891,2.575,2.5952,3.1804,2.9185,3.1876,2.8951,3.1639,3.0805,3.0435,2.7874,3.2809,3.0351,3.662,2.7499,3.0995,2.7978,2.9276,3.2393,2.2973,2.3524,2.3414,2.9757,2.86,3.1529,3.148,2.7739,3.657,2.1811,2.3928,3.153,3.3249,3.2001,2.8588,3.2634,3.2597,3.8067,2.6468,2.9361,3.2404,2.9932,2.6484,2.8135,2.837,3.1915,2.704,2.7607,2.7911,3.0107,3.6434,2.9802,2.9945,3.1749,3.093,2.8986,2.4143,2.2911,2.1864,2.0914,3.0169,2.7643,2.8692,3.2109,2.6958,2.4517,2.9957,2.911,2.5939,3.1476,2.6999,2.8563,3.2072,3.2121,2.8925,2.6416,2.8024,2.749,2.3231,2.2449,2.8729,1.5493,2.607,2.6552,3.1997,3.344,2.4244]","[0.30811,2.5202,2.6092,-0.85955,-0.37787,-0.94572,0.0]",normal
ee39bd5c-b549-438a-9174-c21493dffe36,42.65,"[0.3188,0.7079,0.0745,0.0879,0.2614,0.243,0.436,0.353,0.2977,0.2789,0.3896,0.3756,0.3527,0.3749,0.3886,0.0665,0.0488,0.117,0.3084,0.1672,0.7797,0.4235,0.0924,0.1332,1.0392,0.1377,0.1235,0.3719,0.0637,0.6861,0.4007,0.1257,0.3494,0.22,0.4565,0.1896,0.3279,0.2979,0.2718,0.2483,0.313,0.2901,0.1165,0.1843,0.0924,0.2633,0.4518,0.3702,0.3055,0.3852,0.087,0.1477,0.3831,0.3494,0.9115,0.212,0.2853,0.0642,0.4445,0.188,0.129,0.1356,0.2773,0.2898,0.1218,0.2754,0.1534,0.9829,0.4145,1.5823,0.2859,0.8955,0.6837,1.6544,0.8239,0.3178,1.1755,0.2368,0.6252,2.1856,0.0553,0.1577,1.8777,0.4594,0.8988,0.2094,0.1331,0.5128,0.7523,0.4523,0.3006,0.4845,1.2189,1.3165,0.651,0.3836,0.8309,0.1575,0.1989,0.1214]","[-0.093163,-0.43038,0.35508,-0.85955,-0.37787,-0.94572,0.0]",normal
f25b5cf1-eedc-4db0-9a1d-c1db0298169c,17.72,"[0.0624,0.0871,0.1873,0.0152,0.1565,0.0562,0.1344,0.1412,0.1268,0.066,0.0971,0.053,0.1169,0.141,0.17,0.2094,0.0951,0.1707,0.2335,0.137,0.1031,0.1974,0.1264,0.0382,0.0387,0.0845,0.2317,0.2708,0.1624,0.183,0.1439,0.3224,0.2107,0.1829,0.1098,0.0584,0.2616,0.1409,0.1822,0.2716,0.2681,0.2482,0.1433,0.2197,0.214,0.1992,0.1519,0.2647,0.1776,0.2903,0.0772,0.322,0.2385,0.0914,0.0665,0.0916,0.1687,0.1568,0.1626,0.1387,0.2163,0.1734,0.2761,0.2678,0.137,0.2232,0.2164,0.1426,0.1284,0.2318,0.1723,0.2359,0.2293,0.1597,0.1806,0.1894,0.2072,0.3204,0.1095,0.2158,0.2714,0.1928,0.2139,0.0819,0.1792,0.3681,0.1261,0.107,0.1243,0.2002,0.26,0.1858,0.1084,0.4397,0.2105,0.234,0.3901,0.1582,0.2698,0.0953]","[-0.22714,-0.41711,-0.0055712,-0.85955,-0.37787,-0.94572,0.0]",normal
f4f90580-c130-4f6c-a200-97b12e018f51,45.7,"[0.3484,0.3292,0.3804,0.2796,0.3269,0.4013,0.4687,0.4004,0.3509,0.4435,0.6288,0.2036,0.3746,0.3915,0.7055,0.1851,0.5364,0.4706,0.4377,0.519,0.511,0.6439,0.6839,0.4415,0.5686,0.3955,0.7888,0.7477,0.651,0.5951,0.4198,0.5462,0.471,0.5561,0.5542,0.4998,0.4912,0.5443,0.5314,0.5611,0.3745,0.6546,0.4234,0.5606,0.5532,0.5612,0.4811,0.4669,0.3795,0.5242,0.2424,0.327,0.4222,0.3384,0.2592,0.3814,0.3208,0.3713,0.3621,0.4975,0.3362,0.5166,0.3531,0.4177,0.3187,0.3492,0.3235,0.4695,0.3927,0.2983,0.3265,0.5275,0.4366,0.6466,0.4185,0.3133,0.5958,0.4181,0.3451,0.3411,0.4471,0.5001,0.359,0.5766,0.4446,0.3998,0.5299,0.6269,0.6297,0.3701,0.7864,0.3482,0.5406,0.4048,0.378,0.382,0.5935,0.3921,0.6107,0.3475]","[0.88333,-0.12958,-0.32114,-0.85955,-0.37787,-0.94572,0.0]",normal
f52d8c51-5dc9-4abb-a7a2-e38bdd5afa0d,167.93,"[2.0162,0.8307,1.7227,1.7615,1.7461,1.7245,1.7195,1.8384,1.7604,1.86,1.7213,1.7731,0.5728,1.1257,0.6735,0.8944,0.882,1.1168,0.8517,1.3968,0.7803,1.1002,1.7245,1.7083,1.8036,1.7494,1.7186,1.9934,1.8766,1.7641,1.7497,1.8359,1.7126,1.7495,1.7596,1.9159,1.7584,1.7788,1.7715,1.7443,1.7144,1.7391,1.81,1.8279,1.7431,1.7236,1.792,1.7397,1.7652,1.7674,1.7699,1.7518,1.7343,1.8849,1.7769,1.7436,1.7611,1.7284,1.8902,1.7594,1.7341,1.7377,1.8265,1.7159,1.864,1.7177,1.7361,1.717,1.7157,1.7322,1.7167,1.7749,1.7163,1.7243,1.7665,1.7424,1.7446,1.7654,1.7482,1.739,1.7892,1.7076,1.856,1.7141,1.7782,1.7623,1.7139,1.729,1.7411,1.7148,1.7976,1.854,1.8039,1.7191,1.7435,1.7341,1.9436,1.8545,1.8814,1.753]","[0.052676,-0.26671,1.0313,-0.15955,-0.37787,0.61135,0.0]",normal
f56d41b7-449d-4017-850a-6e3324a73ac5,32.01,"[0.1191,0.046,0.5284,0.7525,0.2935,0.282,0.5308,0.4404,0.2173,0.4335,0.345,0.2614,0.2386,0.33,0.4423,0.8645,0.3082,0.1602,0.2851,0.1723,0.415,0.3356,0.1495,0.1146,0.3146,0.2078,0.3166,0.2276,0.2607,0.2669,0.3129,0.3538,0.1909,0.3857,0.1161,0.1424,0.2023,0.3582,0.2471,0.2348,0.2637,0.2244,0.3657,0.1755,0.5264,0.1281,0.4725,0.0513,0.3929,0.6573,0.2852,0.4141,0.3263,0.5787,0.4115,0.3707,0.497,0.3716,0.2836,0.7099,0.3233,0.6383,0.4821,0.3095,0.3664,1.1052,0.3977,0.6723,0.1729,0.0175,0.6855,0.2529,0.1397,0.5867,0.0743,0.1142,0.0319,0.1343,0.2007,0.4448,0.2015,0.1444,0.2584,0.115,0.4786,0.2524,0.2269,0.2228,0.2942,0.2103,0.4832,0.1433,0.3665,0.3298,0.1979,0.2736,0.1329,0.3156,0.3183,0.1857]","[0.3098,-0.4525,0.03951,-0.85955,-0.37787,-0.94572,0.0]",normal
fba4406d-dae3-418f-97fe-9f4a74b56fbc,31.73,"[0.4064,0.2494,0.0571,0.1107,0.1908,0.3092,0.1369,0.2637,0.3568,0.3584,0.3295,0.1399,0.4061,0.3854,0.3581,0.442,0.3602,0.1501,0.1453,0.4024,0.1835,0.3994,0.4464,0.4059,0.2166,0.3758,0.3853,0.3854,0.4024,0.2479,0.346,0.3066,0.2594,0.4487,0.28,0.3467,0.3486,0.2817,0.4236,0.3048,0.1564,0.1608,0.3271,0.387,0.2977,0.4173,0.166,0.2438,0.414,0.3295,0.1338,0.3989,0.2254,0.1814,0.3856,0.3027,0.1595,0.0712,0.5521,0.6826,0.7289,0.128,0.4601,0.299,0.1359,0.1819,0.2102,0.4277,0.3318,0.5083,0.6793,0.2845,0.2261,0.7029,0.3159,0.1302,0.4731,0.2405,0.3055,0.2207,0.3393,0.3687,0.5052,0.163,0.2327,0.3493,0.2743,0.4005,0.3757,0.3412,0.3747,0.3241,0.0993,0.5448,0.2111,0.4627,0.2141,0.3313,0.4052,0.0802]","[0.47359,-0.4525,-0.095734,-0.85955,-0.37787,-0.94572,0.0]",normal
fc07ad3a-1cc4-4b68-b56a-d37577ec4ec8,29.02,"[0.5814,0.1844,0.3227,0.3392,0.3107,0.1582,0.1629,0.341,0.0813,0.0374,0.1221,0.3332,0.136,0.1692,0.0869,0.0767,0.5063,0.1511,0.2315,0.2565,0.3021,0.4049,0.1359,0.1364,0.0843,0.558,0.098,0.1841,0.1395,0.2438,0.3444,0.3694,0.1089,0.1882,0.3735,0.362,0.3236,0.3176,0.183,0.925,0.3843,0.3675,0.0935,0.3215,0.1862,0.0837,0.3033,0.6841,0.0747,0.2505,0.286,0.0734,0.091,0.2627,0.0978,0.2257,0.3636,0.042,0.727,0.3723,0.1137,0.3495,0.2421,0.4765,0.2038,0.3184,0.3074,0.3045,0.2549,0.3455,0.3252,0.0598,0.2063,0.0724,0.2537,0.4972,0.4186,0.3205,0.412,0.0772,0.1238,0.3855,0.3212,0.9517,0.211,0.2713,0.1217,0.4155,0.1388,0.1029,0.1864,0.287,0.3336,0.0793,0.3274,0.1729,1.0179,0.4608,1.6249,0.2613]","[-0.11535,-0.39942,0.31,-0.85955,-0.37787,-0.94572,0.0]",normal
fc20f02b-d56c-407b-a23d-9ed5af5b3d8f,23.96,"[0.1672,0.093,0.277,0.2006,0.1271,0.3193,0.1715,0.3684,0.2271,0.1715,0.2209,0.1914,0.28,0.2522,0.0769,0.2502,0.2883,0.051,0.2267,0.1488,0.1381,0.1548,0.1661,0.2414,0.063,0.3465,0.0933,0.342,0.1377,0.2064,0.2486,0.1541,0.1808,0.1792,0.0928,0.2905,0.2887,0.1027,0.135,0.3568,0.1226,0.0737,0.2014,0.2338,0.1113,0.2707,0.093,0.2832,0.32,0.3088,0.1763,0.2297,0.3433,0.3679,0.6953,0.078,0.3042,0.1413,0.2224,0.2197,0.2441,0.2028,0.2437,0.0929,0.1051,0.4174,0.239,0.1695,0.2989,0.0603,0.7273,0.5904,0.2365,0.2224,0.1058,0.7098,0.1985,0.26,0.1048,0.2446,0.8631,0.2653,0.1194,0.1605,0.7018,0.2223,0.0494,0.6461,0.3178,0.1475,0.1801,0.1951,0.1195,0.2666,0.3053,0.1794,0.064,0.2918,0.4715,0.1]","[-0.11535,-0.35961,0.21984,-0.85955,-0.37787,-0.94572,0.0]",normal
